produce_type,temperature,humidity,voc,storage_age,initial_shelf_life,remaining_shelf_life
Cucumber,29.7,76.5,1.601,6.7,14,0.0
Tomato,31.1,83.5,1.279,3.2,21,0.0
Cucumber,11.4,95.2,0.182,6.3,14,6.3
Onion,20.4,64.3,0.324,110.6,180,18.5
Cucumber,10.5,90.8,0.209,7.4,14,3.6
Onion,18.4,73.7,0.033,15.7,180,158.9
Banana,23.6,72.4,3.123,9.6,20,0.0
Orange,9.6,81.2,0.529,46.8,70,0.0
Cucumber,14.8,100.0,0.237,4.3,14,6.8
Grapes,11.7,82.7,0.934,25.9,45,0.0
Potato,10.4,96.5,0.044,30.1,200,162.8
Potato,20.8,90.3,0.076,18.5,200,122.8
Strawberry,-2.0,93.7,1.204,4.6,5,0.0
Banana,14.3,87.5,2.301,14.1,20,0.0
Strawberry,36.0,76.4,15.0,3.2,5,0.0
Cucumber,22.8,84.8,1.156,12.5,14,0.0
Apple,4.6,95.2,0.396,54.0,180,87.5
Mango,25.2,84.9,7.313,16.2,21,0.0
Bell Pepper,10.6,93.2,0.054,1.1,18,16.8
Carrot,31.8,50.6,3.409,14.9,30,0.0
Grapes,31.2,52.7,1.741,7.8,45,0.0
Grapes,-1.2,86.9,0.286,39.6,45,0.0
Banana,13.2,94.0,1.648,13.0,20,0.0
Grapes,9.5,83.4,0.943,32.4,45,0.0
Strawberry,0.8,88.6,0.539,1.8,5,1.8
Potato,37.6,54.8,1.956,71.5,200,0.0
Orange,6.4,92.9,0.045,3.8,70,65.1
Onion,34.9,51.3,0.124,24.4,180,2.2
Onion_Green,9.5,84.1,0.43,9.5,25,0.0
Onion_Green,29.7,66.6,2.503,8.1,25,0.0
Mango,13.9,92.2,2.188,15.0,21,0.0
Mango,36.3,70.7,15.0,11.4,21,0.0
Orange,3.6,93.8,0.272,31.6,70,18.3
Bell Pepper,23.1,79.3,0.979,7.7,18,0.0
Banana,13.9,97.6,0.046,0.4,20,19.5
Onion_Green,-2.0,98.0,0.248,19.2,25,0.0
Carrot,1.0,100.0,0.421,27.2,30,0.0
Orange,14.7,75.7,1.021,48.6,70,0.0
Bell Pepper,32.8,73.8,3.818,10.6,18,0.0
Cucumber,30.2,69.9,1.116,4.9,14,0.0
Strawberry,35.2,67.2,15.0,2.2,5,0.0
Spinach,8.7,88.2,0.329,9.5,12,0.0
Tomato,19.3,97.4,1.689,15.6,21,0.0
Orange,4.3,82.8,0.077,10.4,70,57.0
Orange,33.3,82.8,12.394,66.3,70,0.0
Bell Pepper,37.9,58.8,10.058,12.4,18,0.0
Cucumber,11.6,99.3,0.297,12.1,14,0.0
Mango,20.1,88.8,2.853,9.8,21,0.0
Strawberry,-2.0,92.7,0.358,2.0,5,1.9
Cucumber,9.2,100.0,0.287,12.7,14,0.0
Tomato,16.3,91.6,0.832,10.3,21,0.0
Orange,37.9,68.8,7.659,47.6,70,0.0
Potato,36.8,51.7,0.181,8.1,200,0.0
Spinach,-0.3,100.0,0.058,4.4,12,7.0
Carrot,0.3,93.3,0.093,10.0,30,17.5
Mango,30.9,52.0,13.442,18.3,21,0.0
Grapes,-2.0,98.6,0.132,14.3,45,23.8
Bell Pepper,36.2,55.9,7.866,13.8,18,0.0
Onion,21.7,76.8,0.436,169.6,180,0.0
Onion_Green,0.7,96.3,0.329,16.2,25,2.1
Banana,35.2,67.9,15.0,18.0,20,0.0
Grapes,-1.2,87.2,0.186,34.0,45,0.0
Tomato,12.5,85.5,0.368,7.5,21,7.7
Grapes,1.3,92.1,0.458,42.6,45,0.0
Apple,10.3,80.7,0.823,50.3,180,0.0
Carrot,30.5,77.4,5.112,24.2,30,0.0
Onion,20.2,66.5,0.089,34.9,180,141.1
Orange,8.8,82.1,0.468,36.9,70,0.0
Banana,17.3,93.3,2.099,10.6,20,0.0
Strawberry,-1.1,100.0,1.091,3.9,5,0.0
Tomato,33.4,80.3,7.307,13.6,21,0.0
Onion_Green,3.5,96.0,0.314,19.9,25,0.0
Bell Pepper,9.7,92.4,0.634,14.0,18,0.0
Cucumber,10.8,93.9,0.162,4.8,14,8.2
Orange,13.3,86.4,0.06,2.5,70,63.8
Tomato,20.5,96.5,0.085,0.7,21,19.6
Onion_Green,8.7,86.5,0.178,4.4,25,9.6
Onion_Green,0.5,98.7,0.442,21.4,25,0.0
Tomato,26.9,73.5,4.051,16.6,21,0.0
Broccoli,0.5,98.7,0.018,0.8,18,17.2
Bell Pepper,9.4,88.0,0.39,12.1,18,0.0
Orange,31.4,55.2,5.26,49.7,70,0.0
Onion_Green,9.8,88.2,0.544,13.9,25,0.0
Carrot,-1.6,100.0,0.067,9.6,30,17.9
Apple,28.1,73.8,10.031,83.7,180,0.0
Orange,3.0,94.2,0.067,8.5,70,57.7
Carrot,-1.0,100.0,0.017,2.4,30,27.3
Onion,21.9,64.8,0.26,93.5,180,45.9
Onion_Green,-0.5,100.0,0.244,18.6,25,0.1
Bell Pepper,7.3,93.4,0.154,4.9,18,11.4
Mango,14.1,91.9,1.068,6.6,21,5.7
Onion_Green,7.5,79.9,0.469,13.5,25,0.0
Broccoli,0.9,97.7,0.203,9.9,18,5.5
Banana,37.5,76.2,5.344,3.4,20,0.0
Bell Pepper,33.1,78.8,0.32,0.9,18,6.1
Spinach,1.7,96.9,0.071,3.6,12,8.1
Grapes,34.2,64.3,8.399,28.5,45,0.0
Onion_Green,31.7,78.2,1.078,3.3,25,0.0
Bell Pepper,9.6,92.6,0.301,8.4,18,6.5
Tomato,15.6,86.6,0.772,9.0,21,3.5
Cucumber,33.2,82.2,0.832,2.6,14,0.0
Potato,28.4,71.2,1.148,122.2,200,0.0
Orange,3.9,88.6,0.011,1.6,70,68.3
Spinach,1.3,100.0,0.164,8.8,12,1.1
Onion_Green,-0.1,100.0,0.021,1.5,25,23.4
Onion_Green,-2.0,96.3,0.137,12.4,25,9.5
Cucumber,21.8,85.9,0.204,1.6,14,7.8
Orange,5.7,89.0,0.534,66.4,70,0.0
Orange,4.8,87.8,0.394,41.3,70,9.1
Onion,31.8,55.6,0.181,27.6,180,42.7
Apple,10.1,84.3,2.309,150.4,180,0.0
Potato,28.7,79.6,1.165,85.9,200,0.0
Grapes,34.1,82.5,6.167,22.2,45,0.0
Bell Pepper,33.5,52.4,3.625,8.7,18,0.0
Broccoli,14.4,88.7,0.534,6.6,18,0.0
Spinach,8.1,85.8,0.074,2.4,12,4.8
Spinach,1.9,100.0,0.086,4.3,12,7.1
Cucumber,10.4,97.1,0.049,1.3,14,12.5
Carrot,4.3,96.9,0.325,21.8,30,0.0
Onion,25.7,61.1,0.588,149.0,180,0.0
Broccoli,8.8,92.6,0.694,15.1,18,0.0
Mango,23.5,79.0,2.264,5.1,21,0.0
Carrot,0.4,100.0,0.084,11.8,30,16.4
Mango,27.6,85.1,3.87,6.4,21,0.0
Orange,6.7,88.6,0.462,52.9,70,0.0
Strawberry,0.2,96.2,0.941,3.1,5,0.0
Bell Pepper,36.6,66.9,1.574,4.1,18,0.0
Mango,36.3,58.1,8.376,8.9,21,0.0
Cucumber,18.2,81.3,0.37,4.9,14,0.0
Broccoli,-1.8,99.5,0.098,4.6,18,12.4
Cucumber,35.1,72.3,2.698,7.8,14,0.0
Apple,5.1,100.0,0.342,37.7,180,103.1
Orange,28.9,78.0,1.394,16.0,70,0.0
Spinach,31.9,58.6,2.539,7.8,12,0.0
Onion_Green,0.4,100.0,0.093,6.7,25,17.2
Orange,12.7,79.9,0.825,48.5,70,0.0
Broccoli,-0.1,100.0,0.022,1.2,18,16.8
Potato,36.3,67.5,3.93,153.4,200,0.0
Carrot,6.0,93.4,0.276,21.1,30,0.0
Strawberry,30.9,82.2,15.0,4.2,5,0.0
Spinach,0.8,100.0,0.136,8.8,12,1.3
Tomato,31.3,77.2,5.814,17.3,21,0.0
Bell Pepper,13.8,83.0,0.344,5.2,18,6.1
Mango,10.8,88.8,0.927,8.2,21,2.2
Carrot,-0.4,97.0,0.244,26.2,30,0.0
Potato,12.1,100.0,0.364,160.5,200,0.0
Banana,25.6,86.8,2.843,6.0,20,0.0
Potato,12.4,100.0,0.227,92.2,200,19.6
Potato,28.2,72.4,1.573,145.7,200,0.0
Broccoli,-1.4,100.0,0.203,15.7,18,0.0
Bell Pepper,22.6,80.7,0.565,6.3,18,0.0
Carrot,31.8,60.4,0.514,2.7,30,0.0
Onion_Green,36.4,80.1,11.473,21.9,25,0.0
Tomato,30.8,72.4,4.638,11.9,21,0.0
Onion,20.6,64.3,0.259,137.5,180,0.0
Mango,22.0,82.7,5.101,16.3,21,0.0
Bell Pepper,23.3,75.3,0.628,3.8,18,0.0
Broccoli,37.7,65.0,12.882,15.5,18,0.0
Potato,26.4,80.8,0.892,115.6,200,0.0
Mango,12.0,90.1,0.449,3.0,21,16.2
Onion,18.3,67.3,0.039,21.3,180,156.4
Bell Pepper,9.3,98.2,0.157,3.7,18,12.7
Carrot,3.3,97.7,0.01,0.5,30,29.5
Carrot,0.1,95.6,0.184,20.2,30,4.5
Bell Pepper,13.3,99.9,0.429,6.4,18,4.5
Banana,33.7,54.3,6.321,7.1,20,0.0
Apple,16.0,77.1,1.382,45.3,180,0.0
Apple,0.3,93.4,0.895,142.4,180,0.0
Banana,22.0,79.3,3.376,11.2,20,0.0
Broccoli,29.4,61.7,2.819,7.3,18,0.0
Orange,35.8,66.4,0.829,3.8,70,0.0
Grapes,2.1,93.3,0.3,24.8,45,8.9
Apple,30.3,65.9,15.0,147.9,180,0.0
Strawberry,1.5,90.2,0.063,0.2,5,4.8
Apple,16.4,87.4,5.862,144.7,180,0.0
Strawberry,1.1,89.8,0.682,2.4,5,0.5
Banana,31.0,64.9,0.272,0.4,20,15.6
Grapes,28.6,72.2,9.493,41.1,45,0.0
Apple,2.2,94.0,0.582,86.6,180,30.9
Onion,32.9,75.1,1.16,125.1,180,0.0
Carrot,1.3,96.3,0.121,10.5,30,17.8
Cucumber,33.8,62.6,0.925,3.9,14,0.0
Mango,15.7,93.8,1.854,10.6,21,0.0
Onion_Green,9.1,93.6,0.942,20.0,25,0.0
Banana,13.6,93.7,0.846,7.3,20,5.1
Banana,29.2,78.7,8.485,12.1,20,0.0
Broccoli,7.8,84.2,0.176,3.2,18,6.3
Banana,12.3,90.2,0.141,1.3,20,18.4
Banana,13.6,89.7,0.65,4.4,20,11.9
Banana,34.8,81.4,15.0,16.1,20,0.0
Bell Pepper,35.2,59.9,1.055,2.1,18,0.0
Onion_Green,1.3,100.0,0.613,22.8,25,0.0
Grapes,31.6,66.2,8.069,29.9,45,0.0
Tomato,17.1,90.9,0.356,4.8,21,13.8
Orange,17.1,89.3,1.386,51.1,70,0.0
Tomato,15.6,83.4,1.299,18.5,21,0.0
Strawberry,6.6,80.8,0.751,1.1,5,1.0
Cucumber,28.3,60.2,1.185,4.8,14,0.0
Strawberry,9.1,82.2,2.589,3.7,5,0.0
Onion_Green,33.8,52.5,5.456,11.7,25,0.0
Onion,37.1,76.6,0.382,38.9,180,0.0
Onion_Green,-0.3,100.0,0.367,22.2,25,0.0
Onion,19.8,64.2,0.339,152.2,180,0.0
Apple,2.1,89.4,0.493,76.9,180,52.2
Potato,29.2,78.3,1.039,75.2,200,0.0
Tomato,32.9,59.4,0.084,0.4,21,16.7
Tomato,30.2,80.6,4.028,13.0,21,0.0
Grapes,12.0,87.5,1.076,32.9,45,0.0
Onion_Green,-0.4,99.1,0.269,18.8,25,0.0
Onion_Green,0.6,100.0,0.178,8.7,25,14.1
Mango,30.6,65.1,1.653,2.1,21,0.0
Apple,36.9,57.5,5.451,20.1,180,0.0
Potato,34.3,66.0,0.401,27.5,200,0.0
Grapes,1.4,99.5,0.448,36.2,45,0.0
Carrot,0.9,96.5,0.125,11.9,30,16.2
Onion,25.7,51.2,0.528,101.8,180,0.0
Banana,14.6,94.3,1.039,6.7,20,4.8
Orange,3.5,83.1,0.325,43.1,70,2.5
Orange,32.7,66.5,2.479,16.7,70,0.0
Onion_Green,-1.4,98.7,0.119,9.4,25,13.8
Potato,33.3,68.2,0.371,20.4,200,0.0
Tomato,13.7,86.8,0.912,12.5,21,0.0
Banana,31.7,56.2,9.441,14.4,20,0.0
Onion,19.4,63.6,0.09,34.3,180,138.3
Mango,13.9,91.3,2.059,15.4,21,0.0
Broccoli,-0.9,96.4,0.163,8.4,18,7.8
Broccoli,-0.9,100.0,0.164,7.7,18,8.3
Carrot,10.5,97.1,0.418,23.8,30,0.0
Strawberry,2.0,92.1,0.05,0.2,5,4.8
Spinach,33.9,62.2,5.468,11.3,12,0.0
Cucumber,10.8,100.0,0.088,3.5,14,9.5
Banana,13.9,100.0,0.548,5.1,20,9.5
Onion,30.5,50.7,0.046,7.2,180,143.1
Onion,21.6,73.7,0.19,78.4,180,59.6
Apple,2.6,91.5,0.534,60.6,180,78.8
Cucumber,11.0,99.0,0.069,2.6,14,11.0
Spinach,30.8,58.9,1.917,6.3,12,0.0
Spinach,2.4,98.7,0.217,10.7,12,0.0
Cucumber,33.7,76.9,1.43,4.9,14,0.0
Onion,21.6,69.8,0.285,97.2,180,41.6
Tomato,18.4,88.2,0.244,2.5,21,17.6
Spinach,0.7,88.5,0.144,8.7,12,0.0
Apple,4.6,89.7,0.74,106.1,180,0.0
Tomato,16.8,89.9,0.696,7.3,21,7.3
Onion,21.9,64.5,0.158,66.0,180,93.0
Cucumber,10.9,99.8,0.159,4.8,14,7.6
Mango,26.9,76.9,11.589,19.3,21,0.0
Apple,12.6,86.7,0.562,31.7,180,41.1
Apple,35.8,71.7,15.0,92.1,180,0.0
Apple,0.1,87.2,0.549,101.7,180,0.0
Potato,28.8,53.3,1.62,129.7,200,0.0
Carrot,8.7,91.3,0.443,24.2,30,0.0
Apple,28.8,79.9,15.0,163.0,180,0.0
Potato,8.2,90.9,0.195,156.0,200,4.5
Carrot,1.2,97.9,0.092,6.7,30,22.5
Cucumber,11.8,91.4,0.309,7.5,14,3.1
Mango,12.9,95.7,0.118,1.1,21,19.7
Broccoli,-0.8,95.9,0.083,4.2,18,13.2
Carrot,33.4,53.7,5.122,26.6,30,0.0
Onion_Green,29.6,65.0,2.655,10.3,25,0.0
Cucumber,12.0,100.0,0.384,11.3,14,0.0
Banana,16.3,98.0,0.831,8.1,20,1.3
Carrot,-1.8,90.4,0.123,17.2,30,1.9
Orange,30.6,72.4,6.996,55.1,70,0.0
Onion_Green,-2.0,98.2,0.074,4.6,25,19.6
Apple,29.2,65.4,6.323,51.3,180,0.0
Mango,11.6,99.1,1.079,9.5,21,0.0
Cucumber,12.2,94.8,0.494,11.7,14,0.0
Mango,12.9,100.0,0.342,2.6,21,16.4
Carrot,0.9,98.1,0.136,12.6,30,15.3
Banana,27.3,78.0,3.893,7.4,20,0.0
Apple,31.0,66.2,4.166,37.6,180,0.0
Mango,37.2,63.0,15.0,9.0,21,0.0
Tomato,18.3,97.1,0.973,11.8,21,0.0
Cucumber,10.5,94.8,0.393,11.8,14,0.0
Banana,15.0,99.3,2.366,17.5,20,0.0
Banana,12.8,92.9,1.857,16.9,20,0.0
Cucumber,31.0,75.3,2.095,8.6,14,0.0
Mango,30.2,76.6,0.727,1.1,21,11.0
Spinach,11.0,89.5,0.054,1.1,12,8.3
Apple,34.2,59.0,0.881,4.4,180,44.3
Bell Pepper,7.6,90.3,0.089,2.4,18,15.0
Bell Pepper,11.4,89.6,0.42,10.3,18,1.5
Potato,38.0,72.7,1.357,47.7,200,0.0
Banana,12.6,90.0,2.356,17.2,20,0.0
Banana,23.9,81.2,1.231,3.6,20,0.9
Banana,25.4,89.0,4.012,10.9,20,0.0
Onion,35.6,84.9,1.324,133.6,180,0.0
Apple,8.9,85.2,0.268,17.1,180,132.5
Apple,9.2,82.7,0.438,25.6,180,94.5
Carrot,0.3,100.0,0.174,16.0,30,9.8
Onion_Green,9.9,78.7,0.661,14.9,25,0.0
Onion_Green,36.4,80.4,4.139,7.1,25,0.0
Banana,13.7,99.5,0.203,1.7,20,17.4
Orange,37.2,79.9,7.891,36.2,70,0.0
Cucumber,13.3,95.9,0.337,6.2,14,4.9
Cucumber,12.0,97.6,0.067,1.6,14,12.2
Potato,8.7,92.6,0.322,160.3,200,0.0
Orange,5.7,88.2,0.19,20.0,70,45.2
Cucumber,12.6,91.9,0.533,12.1,14,0.0
Cucumber,31.8,81.6,0.171,0.6,14,7.8
Spinach,28.7,64.6,1.597,4.5,12,0.0
Broccoli,12.2,90.5,1.001,13.1,18,0.0
Spinach,4.0,91.9,0.01,0.2,12,11.8
Onion,19.8,66.5,0.237,116.1,180,30.0
Mango,13.3,91.4,1.506,12.2,21,0.0
Orange,5.4,89.3,0.259,40.3,70,16.2
Potato,11.1,97.1,0.18,129.5,200,7.2
Tomato,18.9,96.4,2.171,18.6,21,0.0
Potato,6.9,89.9,0.051,46.3,200,146.2
Tomato,16.8,90.5,1.42,17.7,21,0.0
Orange,35.2,60.1,2.604,14.8,70,0.0
Onion_Green,-0.0,100.0,0.031,2.1,25,22.8
Strawberry,11.0,84.5,3.312,4.3,5,0.0
Orange,31.1,66.3,4.951,49.3,70,0.0
Mango,23.8,89.8,0.092,0.2,21,20.4
Broccoli,31.1,71.4,5.655,11.3,18,0.0
Banana,32.2,62.4,7.649,15.4,20,0.0
Carrot,1.2,97.5,0.072,6.0,30,23.5
Mango,32.4,67.6,12.966,12.7,21,0.0
Spinach,30.7,73.1,0.674,2.7,12,0.0
Cucumber,10.4,96.6,0.329,9.2,14,0.8
Cucumber,37.9,77.0,2.671,4.7,14,0.0
Onion,21.2,69.4,0.297,140.6,180,0.0
Carrot,-0.4,95.7,0.266,22.0,30,0.0
Orange,32.4,78.2,8.06,64.5,70,0.0
Banana,20.6,78.5,2.977,11.7,20,0.0
Broccoli,-0.3,90.3,0.1,5.2,18,10.5
Bell Pepper,32.6,72.0,5.689,14.5,18,0.0
Strawberry,37.5,68.2,15.0,1.9,5,0.0
Cucumber,33.8,58.7,0.161,0.4,14,5.5
Onion_Green,-2.0,95.7,0.222,17.6,25,0.9
Spinach,6.4,88.7,0.192,8.4,12,0.0
Potato,37.3,78.4,0.831,28.0,200,0.0
Orange,16.7,68.6,0.262,11.3,70,0.0
Banana,25.7,82.3,8.551,17.1,20,0.0
Strawberry,-1.1,100.0,0.706,3.5,5,0.0
Tomato,28.4,77.1,2.163,8.6,21,0.0
Broccoli,30.6,55.1,2.22,6.7,18,0.0
Tomato,16.1,91.9,0.425,7.6,21,8.6
Tomato,29.4,60.6,3.715,15.1,21,0.0
Bell Pepper,12.6,95.2,0.02,0.5,18,17.4
Onion,33.5,52.8,1.611,152.8,180,0.0
Orange,3.4,88.5,0.023,3.0,70,66.7
Apple,-0.5,91.8,0.13,27.5,180,145.8
Broccoli,-1.1,95.9,0.105,8.5,18,8.1
Orange,4.2,86.3,0.542,62.6,70,0.0
Strawberry,12.8,80.2,1.797,2.2,5,0.0
Apple,4.6,90.4,0.856,95.0,180,0.0
Spinach,2.0,95.5,0.01,0.5,12,11.4
Tomato,30.0,64.4,3.586,10.6,21,0.0
Potato,16.0,86.5,0.46,161.0,200,0.0
Onion,28.6,65.1,0.316,70.1,180,0.0
Broccoli,-2.0,100.0,0.067,5.5,18,11.4
Grapes,32.3,73.4,2.695,9.2,45,0.0
Spinach,-1.2,96.4,0.069,4.9,12,6.2
Grapes,-2.0,90.5,0.016,1.5,45,43.4
Onion_Green,9.7,86.0,0.914,21.1,25,0.0
Strawberry,0.9,90.7,1.249,3.8,5,0.0
Spinach,0.2,99.6,0.04,2.9,12,8.9
Spinach,1.4,99.1,0.111,6.2,12,4.9
Apple,1.2,94.0,0.783,120.9,180,0.0
Grapes,0.9,92.1,0.118,12.7,45,30.2
Onion,34.7,64.7,0.846,93.5,180,0.0
Orange,4.2,85.0,0.227,27.6,70,33.4
Spinach,1.6,100.0,0.098,5.1,12,6.1
Cucumber,11.8,95.9,0.143,3.8,14,9.5
Spinach,-0.0,96.0,0.066,3.9,12,7.6
Broccoli,-2.0,98.4,0.289,16.2,18,0.0
Orange,3.5,86.1,0.418,60.3,70,0.0
Strawberry,-2.0,96.1,0.805,3.6,5,0.0
Tomato,29.2,74.0,1.739,6.3,21,0.0
Apple,0.9,99.5,0.731,128.5,180,0.0
Bell Pepper,17.9,81.6,0.834,9.2,18,0.0
Onion,34.2,60.8,1.088,142.6,180,0.0
Carrot,0.3,97.9,0.137,16.8,30,10.2
Carrot,15.0,79.5,0.247,5.3,30,0.0
Banana,12.6,89.2,2.052,18.9,20,0.0
Potato,6.3,94.2,0.183,169.8,200,0.0
Potato,37.9,57.8,6.465,168.8,200,0.0
Apple,36.3,74.3,15.0,156.7,180,0.0
Broccoli,1.0,100.0,0.141,6.3,18,10.2
Spinach,0.8,96.1,0.023,1.3,12,10.6
Banana,36.0,52.1,7.985,7.9,20,0.0
Onion,35.2,51.0,0.654,80.1,180,0.0
Strawberry,4.6,93.9,0.317,0.8,5,3.7
Spinach,37.5,81.0,7.538,9.8,12,0.0
Carrot,-0.5,96.3,0.084,9.8,30,18.7
Mango,12.3,87.0,1.843,15.3,21,0.0
Strawberry,-0.7,95.9,0.338,1.3,5,3.1
Potato,14.8,77.8,0.06,25.7,200,114.9
Apple,32.9,65.4,15.0,130.2,180,0.0
Broccoli,28.4,54.1,5.373,15.5,18,0.0
Cucumber,31.3,57.2,2.194,11.0,14,0.0
Carrot,-2.0,98.9,0.078,10.3,30,16.8
Strawberry,-0.8,90.9,1.185,3.7,5,0.0
Onion,31.5,59.6,0.247,36.6,180,20.9
Bell Pepper,10.6,94.2,0.269,6.0,18,10.0
Onion,33.9,55.8,0.171,20.1,180,59.4
Potato,32.9,79.7,0.801,40.8,200,0.0
Cucumber,21.5,82.6,1.398,10.9,14,0.0
Bell Pepper,28.5,84.6,2.559,11.9,18,0.0
Carrot,0.1,100.0,0.116,13.2,30,14.3
Tomato,18.3,89.5,1.653,19.6,21,0.0
Broccoli,37.7,60.2,14.143,15.2,18,0.0
Carrot,13.5,86.5,0.603,13.5,30,0.0
Carrot,-0.6,98.6,0.18,24.0,30,0.0
Carrot,3.5,95.1,0.249,24.5,30,0.0
Tomato,30.4,58.8,2.182,7.1,21,0.0
Onion,19.3,62.9,0.067,27.8,180,145.8
Cucumber,30.3,61.4,1.99,9.5,14,0.0
Carrot,2.0,98.6,0.033,2.2,30,27.6
Orange,2.8,96.5,0.318,39.8,70,0.0
Strawberry,-2.0,100.0,0.835,3.2,5,0.0
Bell Pepper,10.2,100.0,0.215,6.4,18,7.6
Onion,32.0,78.4,0.287,48.0,180,0.0
Spinach,37.9,76.0,1.991,3.9,12,0.0
Onion_Green,10.8,88.4,1.122,23.1,25,0.0
Tomato,26.4,79.5,1.3,6.9,21,0.0
Spinach,35.9,53.6,6.196,8.9,12,0.0
Strawberry,1.1,94.0,1.245,4.1,5,0.0
Grapes,28.1,78.8,2.14,12.0,45,0.0
Banana,11.3,100.0,0.406,4.2,20,11.7
Cucumber,11.5,91.0,0.328,10.0,14,0.0
Strawberry,1.7,97.0,0.447,1.2,5,2.9
Spinach,13.0,85.2,0.232,3.3,12,0.0
Broccoli,0.6,100.0,0.385,16.2,18,0.0
Banana,21.3,77.3,0.254,0.9,20,16.4
Orange,32.4,83.2,0.157,1.0,70,54.0
Cucumber,28.4,60.3,1.15,5.0,14,0.0
Potato,33.2,69.1,0.043,2.7,200,154.3
Orange,9.4,83.4,0.142,11.1,70,51.4
Cucumber,12.3,99.3,0.23,5.4,14,6.4
Grapes,9.9,79.6,0.695,18.7,45,0.0
Bell Pepper,31.9,84.4,4.23,11.7,18,0.0
Cucumber,29.4,94.5,2.298,11.6,14,0.0
Strawberry,1.8,92.5,1.591,3.4,5,0.0
Bell Pepper,9.4,87.6,0.371,10.2,18,1.5
Banana,10.9,90.6,1.598,13.5,20,0.0
Apple,8.6,83.7,0.326,26.9,180,101.8
Carrot,2.3,97.8,0.094,12.7,30,15.5
Onion,19.9,68.8,0.152,67.6,180,99.2
Mango,33.9,76.1,9.838,8.7,21,0.0
Mango,13.9,100.0,2.272,13.9,21,0.0
Carrot,32.7,54.4,6.042,25.8,30,0.0
Tomato,15.0,90.6,0.59,7.8,21,6.8
Tomato,17.7,90.6,0.583,6.2,21,10.0
Potato,8.1,91.0,0.315,189.5,200,0.0
Mango,12.6,87.5,0.402,3.4,21,15.4
Mango,28.4,67.7,0.919,1.1,21,8.8
Broccoli,28.0,53.0,4.479,13.7,18,0.0
Mango,10.4,86.9,0.156,1.7,21,18.4
Bell Pepper,11.6,98.1,0.416,9.4,18,1.4
Potato,33.4,61.8,3.185,185.8,200,0.0
Tomato,14.3,94.7,0.77,9.8,21,0.0
Mango,13.0,96.3,2.195,13.1,21,0.0
Tomato,18.3,82.5,1.645,17.8,21,0.0
Strawberry,30.1,65.3,6.288,0.9,5,0.0
Cucumber,34.7,73.8,3.294,8.6,14,0.0
Bell Pepper,33.9,63.4,1.29,3.0,18,0.0
Tomato,19.5,96.5,2.021,16.4,21,0.0
Strawberry,29.4,71.5,13.729,2.3,5,0.0
Onion_Green,29.4,54.6,1.59,4.8,25,0.0
Broccoli,15.3,92.5,1.518,16.6,18,0.0
Orange,35.8,83.4,0.881,4.4,70,0.0
Banana,16.1,100.0,2.406,14.5,20,0.0
Grapes,34.8,52.3,0.595,1.8,45,0.0
Banana,26.1,82.8,4.84,13.2,20,0.0
Onion_Green,-0.8,97.2,0.316,20.7,25,0.0
Potato,6.3,88.5,0.161,128.1,200,21.0
Mango,13.2,100.0,1.255,10.2,21,0.0
Banana,33.2,81.8,13.543,18.4,20,0.0
Apple,28.7,77.0,11.404,109.3,180,0.0
Cucumber,37.9,56.7,5.968,11.6,14,0.0
Broccoli,-0.4,100.0,0.046,2.3,18,15.5
Carrot,35.8,84.3,7.69,21.6,30,0.0
Grapes,29.1,59.4,5.396,29.2,45,0.0
Onion_Green,-2.0,100.0,0.014,1.2,25,23.6
Banana,33.5,62.1,0.641,0.9,20,5.3
Onion_Green,6.9,82.0,0.484,13.2,25,0.0
Banana,33.5,84.3,10.473,15.2,20,0.0
Tomato,17.7,87.4,0.038,0.3,21,20.6
Apple,29.1,55.0,6.521,69.2,180,0.0
Bell Pepper,12.5,93.0,0.226,4.2,18,12.1
Cucumber,12.7,98.3,0.416,11.1,14,0.0
Apple,32.5,81.4,2.433,15.8,180,0.0
Grapes,-0.4,87.4,0.109,8.9,45,33.4
Potato,8.7,90.7,0.086,53.1,200,140.2
Tomato,15.3,86.2,1.218,15.4,21,0.0
Tomato,28.4,77.9,0.29,1.2,21,15.4
Banana,34.5,67.2,15.0,16.2,20,0.0
Onion_Green,-1.2,96.7,0.277,18.1,25,0.2
Tomato,28.9,74.9,5.369,17.0,21,0.0
Orange,37.7,81.7,6.214,24.0,70,0.0
Bell Pepper,28.6,72.1,1.126,4.8,18,0.0
Potato,17.6,87.5,0.631,124.3,200,0.0
Grapes,-1.3,94.5,0.275,27.9,45,6.2
Tomato,16.1,90.3,1.155,13.9,21,0.0
Onion_Green,1.4,91.5,0.196,13.5,25,4.7
Banana,26.0,84.3,3.311,8.9,20,0.0
Bell Pepper,8.3,97.7,0.363,10.3,18,0.8
Apple,10.1,67.1,1.577,113.0,180,0.0
Bell Pepper,17.2,79.3,1.182,12.0,18,0.0
Carrot,1.2,100.0,0.079,5.9,30,23.3
Onion_Green,1.9,99.9,0.246,12.1,25,7.9
Tomato,29.8,52.2,4.032,14.2,21,0.0
Apple,2.6,98.7,0.807,138.3,180,0.0
Strawberry,33.0,60.4,15.0,4.2,5,0.0
Carrot,28.4,59.3,4.392,25.2,30,0.0
Onion_Green,1.9,93.4,0.26,15.7,25,1.5
Strawberry,28.8,64.5,10.596,2.2,5,0.0
Spinach,0.5,99.6,0.139,7.2,12,3.3
